,Book Author,Book Owner,Book Title,Publication Year
1731,(j.r.) a.g. geigy,ernest hemingway,Tables scientifiques 1953,1953
1732,gösta af geijerstam,ernest hemingway,Northern summer,1937
1733,maxwell geismar,ernest hemingway,"The last of the provincials: the American novel, 1915-1925",1947
1734,maxwell geismar,ernest hemingway,Writers in crisis: the American novel between two wars,1942
1735,martha gellhorn,ernest hemingway,The heart of another,1941
1736,martha gellhorn,ernest hemingway,Liana,1944
1737,martha gellhorn,ernest hemingway,A stricken field,1940
1738,martha gellhorn,ernest hemingway,A stricken field,1940
1739,martha gellhorn,ernest hemingway,A stricken field,1940
1740,martha gellhorn,ernest hemingway,Two by two,1958
1741,martha gellhorn,ernest hemingway,What mad pursuit,1934
1742,martha gellhorn,ernest hemingway,The wine of astonishment,1948
1743,walter gellhorn,ernest hemingway,Federal administrative proceedings,1941
1744,jean genet,ernest hemingway,The gutter in the sky,1955
1745,paul gentizon,ernest hemingway,Défense de l'Italie,1949
1746,henry george,ernest hemingway,The life of Henry George by his son,1905
1747,marian m. george,ernest hemingway,"Little journeys to Holland, Belgium and Denmark",1902
1748,marian m. george,ernest hemingway,A little journey to Germany: for intermediate and upper grades,1902
1749,willis de vere george,ernest hemingway,Surreptitious entry,1946
1750,digby george [robert standish] gerahty,ernest hemingway,Bonin: a novel,1944
1751,digby george [robert standish] gerahty,ernest hemingway,Bonin: a novel,1944
1752,digby george [robert standish] gerahty,ernest hemingway,Gentleman of China: a novel,1949
1753,digby george [robert standish] gerahty,ernest hemingway,The three bamboos: a novel,1942
1754,jules gérard,ernest hemingway,La chasse au lion,1874
1755,gabriel germain,ernest hemingway,Homère,1958
1756,arnold gesell,ernest hemingway,Youth: the years from ten to sixteen,1956
1757,clifford gessler,ernest hemingway,Hawaii: isles of enchantment,1938
1758,thomas geve,ernest hemingway,Youth in chains,1958
1759,pieter geyl,ernest hemingway,Napoleon: for and against,1949
1760,alain gheerbrant,ernest hemingway,The impossible adventure: journey to the far Amazon; an expedition into unknown territory,1953
1761,constantin virgil gheorghiu,ernest hemingway,The twenty-fifth hour,1950
1762,constantin virgil gheorghiu,ernest hemingway,La vingt-cinquième heure,1949
1763,luigi ghidini (ed.),ernest hemingway,Nuovo manuale del cacciatore,1946
1764,sirio giannini,ernest hemingway,La valle bianca,1958
1765,john mcandrew (ed.),ernest hemingway,"Guide to modern architecture, northeast states",1940
1766,miguel a. macau,ernest hemingway,Y se salvaba el amor: novela,1959
1767,herbert wes mcbride,ernest hemingway,A rifleman went to war,1935
1768,robert medill mcbride,ernest hemingway,Spanish towns and people,1928
1769,john mccaffery (ed.),ernest hemingway,Ernest Hemingway: the man and his work,1950
1770,james mccague,ernest hemingway,The Big Ivy,1955
1771,john dennis mccallum,ernest hemingway,The Tiger wore spikes: an informal biography of Ty Cobb,1956
1772,mary mccarthy,ernest hemingway,A charmed life,1954
1773,mary mccarthy,ernest hemingway,The groves of Academe,1952
1774,mary mccarthy,ernest hemingway,Memories of a catholic girlhood,1957
1775,mary mccarthy,ernest hemingway,Venice observed,1956
1776,dame rose macaulay,ernest hemingway,Fabled shore: from the Pyrenees to Portugal,1951
1777,dame rose macaulay,ernest hemingway,The towers of Trebizond,1956
1778,elizabeth mccausland,ernest hemingway,"George Inness, an American landscape painter, 1825-1894",1946
1779,charles mccormac,ernest hemingway,You'll die in Singapore!,1955
1780,patricia mccormick,ernest hemingway,Lady bullfighter; the autobiography of the North American matador,1954
1781,horace mccoy,ernest hemingway,"Kiss tomorrow good-bye, a novel",1948
1782,harold mccracken,ernest hemingway,The beast that walks like man: the story of the grizzly bear,1955
1783,harold mccracken,ernest hemingway,Portrait of the Old West: with a biographical check-list of western artists,1952
1784,carson mccullers,ernest hemingway,Reflections in a golden eye,1941
1785,edo mccullough,ernest hemingway,"Good old Coney Island, a sentimental journey into the past",1957
1786,charles mcdermand,ernest hemingway,Waters of the golden trout country,1946
1787,charles brown macdonald,ernest hemingway,Company commander,1947
1788,elizabeth p. mcintosh,ernest hemingway,Undercover girl,1947
1789,john dann macdonald,ernest hemingway,A man of affairs,1957
1790,malcolm macdonald,ernest hemingway,Borneo people,1956
1791,philip macdonald,ernest hemingway,Guest in the house,1955
1792,philip macdonald,ernest hemingway,Patrol,1957
1793,archibald gordon macdonell,ernest hemingway,Napoleon and his marshals,1934
1794,arthur raymond macdougall,ernest hemingway,Dud Dean and his country,1946
1795,syl macdowell,ernest hemingway,Western trout,1948
1796,girard lindsley mcentee,ernest hemingway,Military history of the World War: a complete account of the campaigns on all fronts,1937
1797,joseph patrick mcevoy,ernest hemingway,Charlie would have loved this and other stories,1956
1798,mary williamson macfadden,ernest hemingway,Dumbbells and carrot strips: the story of Bernarr Macfadden,1953
1799,john mcghee,ernest hemingway,The middle way,1959
1800,william p. mcgivern,ernest hemingway,The darkest hour,1957
1801,william p. mcgivern,ernest hemingway,Night extra,1958
1802,william p. mcgivern,ernest hemingway,Savage streets,1959
1803,william p. mcgivern,ernest hemingway,Mention my name in Mombasa: the unscheduled adventures of an American family abroad,1958
1804,joaquin maria machado de assis,ernest hemingway,Don Casmurro,1955
1805,niccolò machiavelli,ernest hemingway,The prince and the discourses,1950
1806,vincent mchugh,ernest hemingway,"Edge of the world: tales of the ""Hopi Victory"" and her people",1953
1807,shields mcilwaine,ernest hemingway,Memphis down in Dixie,1948
1808,colin macinnes,ernest hemingway,Absolute beginners,1959
1809,helen macinnes,ernest hemingway,Pray for a brave heart,1955
1810,donald g. f. w. macintyre,ernest hemingway,U-boat killer,1957
1811,sir compton mackenzie,ernest hemingway,Carnival,1912
1812,sir compton mackenzie,ernest hemingway,First Athenian memories,1931
1813,sir compton mackenzie,ernest hemingway,Thin ice,1957
1814,kenneth mackenzie,ernest hemingway,Dead men rising,1951
1815,donald mackenzie,ernest hemingway,Occupation: thief,1955
1816,attilio loyola,ernest hemingway,The captivity of the Italians in Austria: impressions and recollections of my captivity,1918
1817,arnold henry moore lunn,ernest hemingway,A history of ski-ing,1927
1818,james david horan,ernest hemingway,Desperate men; revelations from the sealed Pinkerton files,1951
1819,james david horan,ernest hemingway,The great American West: a pictorial history from Coronado to the last frontier,1959
1820,james david horan,ernest hemingway,The Pinkerton story,1951
1821,james david horan,ernest hemingway,"Pictorial history of the wild West; a true account of the bad men, desperadoes, rustlers, and outlaws of the old West",1954
1822,paul horgan,ernest hemingway,Give me possession,1958
1823,florence horn,ernest hemingway,Orphans of the Pacific; the Philippines,1941
1824,leonora hornblow,ernest hemingway,Memory and desire,1951
1825,william titus horne,ernest hemingway,The bud rot and some other coconut troubles in Cuba,1908
1826,james hornell,ernest hemingway,Fishing in many waters,1950
1827,james francis horrabin,ernest hemingway,An atlas-history of the second great war,1940
1828,ödön von horváth,ernest hemingway,"The age of the fish, a novel",1939
1829,ödön von horváth,ernest hemingway,"A child of our time, a novel",1939
1830,emerson hough,ernest hemingway,"The Mississippi bubble : how the star of good fortune rose and set and rose again, by a woman's grace, for one John Law",1902
1831,frank olney hough,ernest hemingway,If not victory,1939
1832,frank olney hough,ernest hemingway,The Island war; the United States Marine Corps in the Pacific,1947
1833,frank olney hough,ernest hemingway,Renown,1938
1834,richard hough,ernest hemingway,Admirals in collision,1959
1835,richard alexander hough,ernest hemingway,The fleet that had to die,1958
1836,bennett stanley [stanley bennett hough],ernest hemingway,Sea struck,1954
1837,geoffrey household,ernest hemingway,Fellow passenger,1955
1838,geoffrey household,ernest hemingway,A rough shoot,1951
1839,geoffrey household,ernest hemingway,Tales of adventurers,1952
1840,geoffrey household,ernest hemingway,A time to kill,1951
1841,geoffrey household,ernest hemingway,"Watcher in the shadows, a novel",1960
1842,robert west howard,ernest hemingway,This is the West,1957
1843,sidney coe howard,ernest hemingway,Half gods,1930
1844,george locke howe,ernest hemingway,"Call it treason, a novel",1949
1845,almonte charles howell,ernest hemingway,Military correspondence and reports,1943
1846,sir fred hoyle,ernest hemingway,The nature of the universe,1955
1847,elbert hubbard,ernest hemingway,"Elbert Hubbard's scrap book, containing the inspired and inspiring selections, gathered during a life time of discrimina",1923
1848,elbert hubbard,ernest hemingway,Little journeys to the homes of English authors,1900
1849,l. ron hubbard,ernest hemingway,"Dianetics; the modern science of mental health, a handbook of dianetic therapy",1950
1850,richard gibson hubler,ernest hemingway,"SAC, the Strategic Air Command",1958
1851,ibn battutah,ernest hemingway,Muhammad Ibn 'Abd Allah called Ibn Batutah: travels in Asia and Africa 1325-1354,1929
1852,cromwell gibbons,ernest hemingway,Military decorations and campaign service bars of the United States,1943
1853,philip hamilton gibbs,ernest hemingway,"England speaks, being talks with roadsweepers, barbers, statesmen, lords and ladies, beggars, farming folk, actors, artists, literary gentlemen, tramps, down-and-outs, miners, steel workers, blacksmiths, the man-in-the-street, highbrows, lowbrows and all",1935
1854,wolcott gibbs,ernest hemingway,More in sorrow,1958
1855,charles harvard gibbs-smith,ernest hemingway,A history of flying,1953
1856,frank gibney,ernest hemingway,The operators,1960
1857,walter gibson,ernest hemingway,The boat,1953
1858,andré gide,ernest hemingway,"L'affaire Redureau, suivi de faits divers: documents réunis par André Gide",1930
1859,andré gide,ernest hemingway,L'école des femmes,1930
1860,andré gide,ernest hemingway,Imaginary interviews,1944
1861,andré gide,ernest hemingway,The journals of André Gide,1949
1862,andré gide,ernest hemingway,The journals of André Gide,1948
1863,andré gide,ernest hemingway,Nouvelles pages de journal (1932-1935),1936
1864,andré gide,ernest hemingway,Pages de journal (1929-1932),1934
1865,andré gide,ernest hemingway,The secret drama of my life,1951
1866,sigfried giedion,ernest hemingway,Mechanization takes command: a contribution to anonymous history,1948
1867,gerassimos [phillip dean] gigantes,ernest hemingway,I was a captive in Korea,1953
1868,g. m. gilbert,ernest hemingway,Nuremberg diary,1947
1869,dorothy giles,ernest hemingway,The road through Spain,1929
1870,brendan gill,ernest hemingway,The trouble of one house,1950
1871,eric gill,ernest hemingway,Clothes: an essay upon the nature and significance of the natural and artificial integuments worn by men and women,1931
1872,leslie gillespie,ernest hemingway,The man from Madura,1952
1873,mary (davis) gillies,ernest hemingway,All about modern decorating,1942
1874,edmund gilligan,ernest hemingway,One lives to tell the tale,1931
1875,edmund gilligan,ernest hemingway,The ringed horizon,1943
1876,james martin gillis,ernest hemingway,This mysterious human nature,1956
1877,thomas charles gillmer,ernest hemingway,"Clouds, weather and flight",1944
1878,guy gilpatric,ernest hemingway,Action in the north Atlantic,1943
1879,guy gilpatric,ernest hemingway,"The compleat goggler: being the first and only exhaustive treatise on the art of goggle fishing, that most noble and exc",1938
1880,natalia ginzburg,ernest hemingway,È stato cosi,1947
1881,natalia ginzburg,ernest hemingway,The road to the city: two novelettes,1949
1882,natalia ginzburg,ernest hemingway,La strada che va in città e altri racconti,1945
1883,jean giono,ernest hemingway,L'uomo che piantò la speranza e crebbe la felicità,1958
1884,giotto di bondone,ernest hemingway,La cappella degli Scrovegni,1946
1885,roland joseph mckinney,ernest hemingway,Thomas Eakins,1942
1886,denis mack smith,ernest hemingway,"Garibaldi, a great life in brief",1956
1887,cyril winthrop mackworth-praed,ernest hemingway,Birds of eastern and north eastern Africa,1957
1888,cyril winthrop mackworth-praed,ernest hemingway,Birds of eastern and north eastern Africa,1952
1889,robert mclaughlin,ernest hemingway,"A short wait between trains, and other stories",1945
1890,robert mclaughlin,ernest hemingway,The side of the angels,1947
1891,alistair maclean,ernest hemingway,H.M.S. Ulysses,1956
1892,fitzroy maclean,ernest hemingway,Back to Bokhara,1959
1893,fitzroy maclean,ernest hemingway,Eastern approaches,1949
1894,fitzroy maclean,ernest hemingway,Escape to adventure,1951
1895,fitzroy maclean,ernest hemingway,The heretic: the life and times of Josip Broz-Tito,1957
1896,archibald macleish,ernest hemingway,"Actfive, and other poems",1948
1897,archibald macleish,ernest hemingway,Conquistador,1933
1898,archibald macleish,ernest hemingway,Songs for Eve,1954
1899,archibald macleish,ernest hemingway,Streets in the moon,1926
1900,archibald macleish,ernest hemingway,The Trojan horse,1952
